alias,timestamp,ip,clicks,title,url
32xob,2026-06-19 17:41:55,135.232.186.7,0,https://api.dataafrica.io/api/join/?HELLO,https://api.dataafrica.io/api/join/?HELLO
agentrwfresh99,2026-06-19 17:41:57,20.172.41.36,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwanday2005agent,2026-06-19 17:41:57,20.109.162.115,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2005,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2005
rwanday2010agent,2026-06-19 17:41:59,157.55.197.161,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2010,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2010
rwandares998,2026-06-19 17:42:14,52.162.212.56,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwxyz199229,2026-06-19 17:42:15,20.230.226.148,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=1992,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=1992
rwxyz200044,2026-06-19 17:42:16,20.110.182.157,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2000,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2000
l7l3m,2026-06-19 17:42:19,20.97.0.13,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=x,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=x
agentrwanda77,2026-06-19 17:42:25,20.9.74.216,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel=all%2Call%2Call
agent0rwanda3,2026-06-19 17:42:39,4.151.127.138,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
agentrwanda88,2026-06-19 17:42:39,20.237.232.148,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
rwex2,2026-06-19 17:45:11,20.237.212.99,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year
rwdata65210,2026-06-19 17:50:10,20.171.64.40,0,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call
rwdata50945,2026-06-19 17:50:16,20.97.219.203,0,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call
e8bhm,2026-06-20 02:23:28,20.168.77.200,0,Index of /emulator,https://martingauer.com/emulator/
3rogy,2026-06-20 02:23:30,20.171.67.222,0,Index of /emulator,https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fmartingauer.com%2Femulator%2F
testzzz,2026-06-20 02:23:31,20.165.132.84,0,https://example.com,https://example.com
4rbbx,2026-06-20 02:28:36,20.230.145.88,0,https://example.com/testx,https://example.com/testx
fxk2d,2026-06-20 02:29:31,130.131.192.184,0,https://martingauer.com/emulator/martingauer.gb,https://martingauer.com/emulator/martingauer.gb
q2fr9,2026-06-20 02:29:52,20.245.30.220,0,https://martingauer.com/scripts/app.js,https://martingauer.com/scripts/app.js
y4ch8,2026-06-20 02:29:54,20.225.56.174,0,https://martingauer.com/emulator/martingauer.gb,https://martingauer.com/emulator/martingauer.gb
pi9fq,2026-06-20 02:29:58,20.69.43.133,1,https://allorigins.hexlet.app/get?charset=ISO-8859-1&url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb,https://allorigins.hexlet.app/get?charset=ISO-8859-1&url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb
7g49r,2026-06-20 02:31:32,40.75.3.192,0,https://md.succ.ai/?url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb&max_tokens=100000,https://md.succ.ai/?url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb&max_tokens=100000
0n0wi,2026-06-20 02:33:14,137.116.35.138,40,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fmartingauer.com%2Femulator%2Fmartingauer.gb
ps294,2026-06-20 02:33:42,4.227.16.106,0,Example Domain,https://example.org
martinromhint9988,2026-06-20 02:38:57,135.232.185.103,0,https://martingauer.com/emulator/martingauer.gb,https://martingauer.com/emulator/martingauer.gb
o-let,2026-06-20 02:55:11,64.236.170.29,0,https://example.com,https://example.com
tekkenstatsagent,2026-06-20 02:55:26,57.154.28.237,0,Tekken World Tour Finals 2024: Statistics - Liquipedia Fighting Games Wiki,https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fliquipedia.net%2Ffighters%2FTekken_World_Tour_Finals%2F2024%2FStatistics
c9ij8,2026-06-20 04:52:21,4.255.229.73,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY
t39l-,2026-06-20 04:52:23,104.42.180.161,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY
fbihctest,2026-06-20 04:52:25,13.83.238.126,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022%26to=09-2022%26type=counts%26API_KEY=DEMO_KEY
hu8c7,2026-06-20 04:53:33,52.159.117.160,1,https://httpbin.org/html?x=1781949212.1410189,https://httpbin.org/html?x=1781949212.1410189
hcaz0,2026-06-20 04:54:10,20.69.52.12,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AZ/51?from=09-2022&to=09-2022&type=counts,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AZ/51?from=09-2022&to=09-2022&type=counts
hcaz1,2026-06-20 04:54:12,4.227.108.14,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AZ/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY
hcaz2,2026-06-20 04:54:14,20.172.25.208,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/CA/51?from=09-2022&to=09-2022&type=counts,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/CA/51?from=09-2022&to=09-2022&type=counts
hcaz3,2026-06-20 04:54:16,20.165.143.73,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/CA/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/CA/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY
hcaz4,2026-06-20 04:54:17,20.225.74.43,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/HI/51?from=09-2022&to=09-2022&type=counts,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/HI/51?from=09-2022&to=09-2022&type=counts
hcaz5,2026-06-20 04:54:19,4.255.230.213,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/HI/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/HI/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY
hcaz6,2026-06-20 04:54:21,172.173.68.188,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OH/51?from=09-2022&to=09-2022&type=counts,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OH/51?from=09-2022&to=09-2022&type=counts
hcaz7,2026-06-20 04:54:23,20.165.147.168,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OH/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OH/51?from=09-2022&to=09-2022&type=counts&API_KEY=DEMO_KEY
hcaz8,2026-06-20 04:54:24,172.202.199.35,0,https://cde.ucr.cjis.gov/LATEST/lookup/offenses?type=hate-crime,https://cde.ucr.cjis.gov/LATEST/lookup/offenses?type=hate-crime
hcaz9,2026-06-20 04:54:26,104.43.129.3,0,https://api.usa.gov/crime/fbi/cde/lookup/offenses?type=hate-crime&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/lookup/offenses?type=hate-crime&API_KEY=DEMO_KEY
hcaz10,2026-06-20 04:54:27,20.94.66.151,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/national/51?from=09-2022&to=09-2022&type=counts,https://cde.ucr.cjis.gov/LATEST/hate-crime/national/51?from=09-2022&to=09-2022&type=counts
rzhf4,2026-06-20 04:55:08,20.45.37.169,0,https://example.com,https://example.com
mytestabc25091,2026-06-20 04:56:30,130.131.17.232,0,https://example.com,https://example.com
helpx,2026-06-20 04:57:55,20.172.5.166,0,Statistics for http://vanderbi.lt/ra17w « YOURLS — Your Own URL Shortener | http://vanderbi.lt/,https://vanderbi.lt/ra17w%2B
jomzl,2026-06-20 05:00:37,130.131.82.231,0,https://api.usa.gov,https://api.usa.gov
6zlye,2026-06-20 05:05:04,20.114.196.28,1,https://example.com/1781949904.0582943,https://example.com/1781949904.0582943
hunew,2026-06-20 05:07:11,4.242.242.226,0,https://example.com,https://example.com
ztest773405,2026-06-20 05:09:38,20.57.154.18,4,https://example.com,https://example.com
50tuc,2026-06-20 05:12:18,20.98.211.203,1,https://example.com/testx999,https://example.com/testx999
if8k4,2026-06-20 05:55:39,40.75.0.230,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY
p7a47,2026-06-20 05:55:51,172.173.110.255,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017%26to=07-2017%26type=totals%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017%26to=07-2017%26type=totals%26API_KEY=DEMO_KEY
0j9i7,2026-06-20 05:55:52,104.45.218.198,0,https://api.usa.gov,https://api.usa.gov
lsm-x,2026-06-20 05:55:54,20.165.183.47,0,Error 404 (Not Found)!!1,https://google.com/hi?a=1&b=2
iugv9,2026-06-20 05:56:09,20.109.152.73,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY
ndt7t,2026-06-20 05:56:14,104.43.131.252,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&type=totals&API_KEY=DEMO_KEY
1q771,2026-06-20 05:56:24,20.59.118.16,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017%26to=08-2017%26type=counts%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017%26to=08-2017%26type=counts%26API_KEY=DEMO_KEY
s1kfc,2026-06-20 05:58:21,20.237.172.32,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
jr4rc,2026-06-20 05:58:22,20.69.47.79,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
vrerd,2026-06-20 05:58:24,20.45.46.41,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
v8o9e,2026-06-20 05:58:25,104.210.219.71,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
od2in,2026-06-20 06:01:06,172.214.153.180,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=07-2017%26to=07-2017%26API_KEY=,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=07-2017%26to=07-2017%26API_KEY=
b0v6l,2026-06-20 06:01:59,52.159.110.42,1,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=07-2017&to=07-2017&api_key=DEMO_KEY
y3z1-,2026-06-20 06:02:00,20.45.57.117,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=08-2017&to=08-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL?from=08-2017&to=08-2017&api_key=DEMO_KEY
z4uc8,2026-06-20 06:02:02,20.230.163.236,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE?from=07-2017&to=07-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE?from=07-2017&to=07-2017&api_key=DEMO_KEY
i5iir,2026-06-20 06:02:03,20.29.89.71,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE?from=08-2017&to=08-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE?from=08-2017&to=08-2017&api_key=DEMO_KEY
mll-s,2026-06-20 06:02:05,4.255.223.18,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD?from=07-2017&to=07-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD?from=07-2017&to=07-2017&api_key=DEMO_KEY
2-fd-,2026-06-20 06:02:07,20.10.39.195,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR?from=07-2017&to=07-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR?from=07-2017&to=07-2017&api_key=DEMO_KEY
5enus,2026-06-20 06:02:07,20.171.117.24,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD?from=08-2017&to=08-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD?from=08-2017&to=08-2017&api_key=DEMO_KEY
up9yt,2026-06-20 06:02:09,20.66.113.95,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR?from=08-2017&to=08-2017&api_key=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR?from=08-2017&to=08-2017&api_key=DEMO_KEY
6foic,2026-06-20 06:02:21,20.188.70.158,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/AL/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
vwlrf,2026-06-20 06:02:23,20.165.165.45,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/DE/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
s88ga,2026-06-20 06:02:24,4.154.77.239,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/MD/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
6rafu,2026-06-20 06:02:25,23.100.73.107,0,https://cde.ucr.cjis.gov,https://cde.ucr.cjis.gov
igr4c,2026-06-20 06:02:25,20.172.30.139,0,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/hate-crime/state/OR/12?from=07-2017&to=08-2017&type=counts&API_KEY=DEMO_KEY
uede5,2026-06-20 06:02:44,20.12.186.132,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=07-2017&to=07-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=07-2017&to=07-2017
woz76,2026-06-20 06:02:44,20.10.38.175,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=08-2017&to=08-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/AL?from=08-2017&to=08-2017
dorpr,2026-06-20 06:02:46,20.171.86.249,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/DE?from=07-2017&to=07-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/DE?from=07-2017&to=07-2017
pwyef,2026-06-20 06:02:47,20.237.202.129,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/DE?from=08-2017&to=08-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/DE?from=08-2017&to=08-2017
jfmbm,2026-06-20 06:02:48,4.255.235.232,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/MD?from=07-2017&to=07-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/MD?from=07-2017&to=07-2017
exefo,2026-06-20 06:02:49,104.42.56.119,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/MD?from=08-2017&to=08-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/MD?from=08-2017&to=08-2017
h0em2,2026-06-20 06:02:50,4.242.238.19,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OR?from=07-2017&to=07-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OR?from=07-2017&to=07-2017
knfs6,2026-06-20 06:02:51,135.232.192.222,0,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OR?from=08-2017&to=08-2017,https://cde.ucr.cjis.gov/LATEST/hate-crime/state/OR?from=08-2017&to=08-2017
9a3-u,2026-06-20 06:03:06,52.242.241.44,0,https://example.com,https://example.com
7vqf3,2026-06-20 06:03:38,20.122.143.19,1,https://cde.ucr.cjis.gov,https://cde.ucr.cjis.gov
4f48c,2026-06-20 09:23:04,23.100.127.56,0,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010
q6qdr,2026-06-20 09:24:01,23.100.79.219,0,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2010&API_KEY=iiHnOKfno2Mgkt5AynpvPpUQTEyxE77jo1RU8PIv,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2010&API_KEY=iiHnOKfno2Mgkt5AynpvPpUQTEyxE77jo1RU8PIv
arxnf,2026-06-20 09:24:14,52.247.27.38,0,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2010&API_KEY=iiHnOKfno2Mgkt5AynpvPpUQTEyxE77jo1RU8PIv,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2010&API_KEY=iiHnOKfno2Mgkt5AynpvPpUQTEyxE77jo1RU8PIv
bzsfl,2026-06-20 09:27:04,20.97.24.207,1,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY
riof0,2026-06-20 09:27:50,104.209.147.118,1,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010%26to=2020%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010%26to=2020%26API_KEY=DEMO_KEY
kajlu,2026-06-20 09:27:51,20.80.13.242,1,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010%26to=2020%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010%26to=2020%26API_KEY=DEMO_KEY
upl0s,2026-06-20 09:27:53,20.228.82.112,0,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010%26to=2020%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010%26to=2020%26API_KEY=DEMO_KEY
l22m8,2026-06-20 09:27:56,20.125.17.166,0,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010%26to=2020%26API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010%26to=2020%26API_KEY=DEMO_KEY
myga112,2026-06-20 09:29:15,20.9.94.229,0,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010&to=2020&API_KEY=DEMO_KEY
mypeca12,2026-06-20 09:29:27,52.237.163.201,1,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY
mypeks12,2026-06-20 09:29:45,57.154.38.156,1,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010&to=2020&API_KEY=DEMO_KEY
mypend12,2026-06-20 09:30:29,20.9.193.67,1,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2020&API_KEY=DEMO_KEY
6-ygo,2026-06-20 09:42:44,20.9.70.106,0,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/CA?from=2010&to=2020&API_KEY=DEMO_KEY
ew76r,2026-06-20 09:42:45,20.171.46.109,0,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/GA?from=2010&to=2020&API_KEY=DEMO_KEY
7x5ki,2026-06-20 09:43:01,20.83.251.244,0,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/KS?from=2010&to=2020&API_KEY=DEMO_KEY
ubt2g,2026-06-20 09:43:23,52.141.86.174,0,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2020&API_KEY=DEMO_KEY,https://api.usa.gov/crime/fbi/cde/pe/ND?from=2010&to=2020&API_KEY=DEMO_KEY
w79ll,2026-06-20 11:23:02,20.165.220.162,1,https://docs.google.com/viewerng/viewer?url=https%3A%2F%2Fwww.vocabulary.com%2Fword-of-the-day%2F2023-10-10,https://docs.google.com/viewerng/viewer?url=https%3A%2F%2Fwww.vocabulary.com%2Fword-of-the-day%2F2023-10-10
fq87d,2026-06-20 11:24:28,135.232.216.26,0,Error 410 (Bad Request)!!1,https://docs.google.com/viewerng/text?id=ACFrOgA2jACb-Gd0HNBsa5GG3eA3YVY244BzPHiyywPkeTKW9-ghiT7oiwlH8Mq7Nrcm_lZqGgOia9I9U68yVvECALZ4h_2OaquSm9-sHdhox8iMqUq-O4fXMh9PXbNS63kSQj6rWIXhILIS_YVV
k7c9n,2026-06-20 11:25:17,20.9.38.0,0,Error 410 (Bad Request)!!1,https://docs.google.com/viewerng/text?id=ACFrOgDXef6Dlv2Hlpr4MKopaFpANEiSGggOXXlWnBHbKW_iNvSgIS1Uc3YnCJDrQZY9xmbRMJoyqgajXJ4Nie3W-zTIYW9gz0siwAi8xbnBAuzEoD79PSz5xsIUQ9Qd4k2hu4zB5eVqyMhJk8Z9
