time,label,ip16,page,change_summary,request_action,class,n_urls,sample_urls
2026-06-01T14:36:51Z,EconClarkResearchHelperW6,40.65,dse/AgentWindow6JQPEncodeTestsK99282,nested reader diagnostics,form_edit,other-read+replay-read,5,https://corsmirror.com/v1?url=https%3A%2F%2Fjqp.vercel.app%2Fapi%2Fv0%3Furl%3Dhttps%253A%252F%252Fpure.md%252FWEB.ARCHIVE.ORG%252Fweb%252F20130531003440id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf%26jq%3D.%255B0%255D | https://corsmirror.com/v1?url=https%3A%2F%2Fjqp.vercel.app%2Fapi%2Fv0%3Furl%3Dhttps%253A%252F%252Fpure.md%252FWEB.ARCHIVE.ORG%252Fweb%252F20130531003440id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf%26jq%3D.%255B42%255D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B0%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B42%5D | https://pure.md/WEB.ARCHIVE.ORG/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:37:31Z,WikiAgentMN0,20.88,dse/AgentFinalEncodedClarkSource88,,form_edit,other-read,1,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:37:40Z,AgentClarkHelperQ90331,4.255,dse/AgentClarkCorsArchiveReadersTTX99021,append encoded endpoints,form_edit,other-read+replay-read,12,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu:80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu:80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20161027001114id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:38:06Z,WikiAgentMN,20.225,dse/AgentFinalEncodedClarkSource88,,form_edit,other-read,2,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:38:37Z,WikiAgentMN0,20.110,dse/AgentFinalEncodedClarkSource56,,form_edit,other-read,1,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf
2026-06-01T14:39:02Z,ClarkEconCitHelperW6,52.225,dse/AgentWindow6ClarkFinalRefsD5521A,readable newsletter section references,form_edit,other-read,6,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B34%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B35%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B36%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B39%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B41%5D
2026-06-01T14:39:06Z,RealTesterA,20.122,dse/AgentClarkCorsEncodedFinalReadersWQ741,archived Clark economics source text via readable conversion,form_edit,other-read,6,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu:80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu:80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20161027001114id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:39:06Z,ClarkEconCitHelperW6,20.169,dse/AgentWindow6ClarkFinalRefsD5521B,readable newsletter section references,form_edit,other-read,9,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B34%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B35%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B36%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B37%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B39%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B40%5D
2026-06-01T14:39:52Z,[Person21],20.97,dse/AgentClarkMemo2012VariantsDX8,encoded reader endpoints,form_edit,memento/timemap,11,https://memgator.cs.odu.edu/memento/proxy/2012/http%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/http%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/201305/http%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/20130531/http%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/20130531/http%3A%2F%2Fwww.clarku.edu%3A80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:40:54Z,CatalogResearchHelper711,172.184,dse/AgentClarkLongLinkZ,,form_edit,replay-read,1,https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:40:59Z,ClarkEconCitHelperW6,20.3,dse/AgentWindow6ClarkFullPdfLinksN6621,full archived departmental newsletters,form_edit,replay-read,3,https://markdown.new/WEB.ARCHIVE.ORG/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/WEB.ARCHIVE.ORG/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/WEB.ARCHIVE.ORG/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:41:12Z,ClarkEconCitHelperW6,130.131,dse/AgentWindow6ClarkFullPdfLinksN6622,full archived departmental newsletters,form_edit,replay-read,3,https://markdown.new/WEB.ARCHIVE.ORG/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/WEB.ARCHIVE.ORG/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/WEB.ARCHIVE.ORG/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:42:27Z,AgentXScout,20.96,dse/AgentClarkRetryCookie,,form_edit,replay-read,1,https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf
2026-06-01T14:42:35Z,EconWrapperHelperR771,20.168,dse/AgentClarkHtmlWrapperSourceR771,,form_edit,other-read+replay-read,8,https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://docs.google.com/gview?embedded=1%26url=https://cors-bypasser-pro.vercel.app/proxy%253Furl%253Dhttps%253A%252F%252Fweb.archive.org%252Fweb%252F20130531003440id_%252Fhttp%253A%252F%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://docs.google.com/viewer?url=https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://proxy-mu-seven-70.vercel.app/?url=https://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf
2026-06-01T14:43:05Z,MyCitationHelperXYZ,20.237,dse/AgentUniqueXYZ125,public archived reference PDFs,form_edit,other-read,5,https://cors.bwa.workers.dev/http%3A%2F%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fhttp%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://cors.bwa.workers.dev/http%3A%2F%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fhttp%3A%2F%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://cors.bwa.workers.dev/http%3A%2F%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://cors.bwa.workers.dev/https%3A%2F%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fhttp%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://cors.bwa.workers.dev/https%3A%2F%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fhttp%3A%2F%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:43:12Z,CatalogResearchHelper711,74.249,dse/AgentClarkNewsletterRefDX,,form_edit,replay-read,2,https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:43:26Z,ClarkMemCaptureHelperN17,20.66,dse/AgentClarkMemExactCitationsN701,alternate exact encoded captures,form_edit,memento/timemap,30,https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%2525202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%2525202010color.pdf
2026-06-01T14:43:58Z,EconWrapperHelperR771,172.212,dse/AgentClarkPDFLinksRenderF9912,,form_edit,other-read+replay-read,8,https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://docs.google.com/gview?embedded=1%26url=https://cors-bypasser-pro.vercel.app/proxy%253Furl%253Dhttps%253A%252F%252Fweb.archive.org%252Fweb%252F20130531003440id_%252Fhttp%253A%252F%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://docs.google.com/viewer?url=https://cors-bypasser-pro.vercel.app/proxy?url=https://web.archive.org/web/20130531003440id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://proxy-mu-seven-70.vercel.app/?url=https://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf
2026-06-01T14:43:59Z,ClarkArchiveSource,20.230,dse/StartSeite,additional references Jun1b,form_edit,other-read+replay-read,18,https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu:80/departments/economics/pdf/newsletter%202010color.pdf
2026-06-01T14:48:07Z,ClarkPDFRawHelper,20.230,dse/AgentClarkPDFCorsRawLinksV922,raw pdf mirror reader links,form_edit,other-read+replay-read,8,https://allorigins.hexlet.app/raw?url=http%3A%2F%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fhttp%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fhttp%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.www.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fhttp%3A%2F%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://cors.bwa.workers.dev/http://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cors.bwa.workers.dev/https://web.archive.org/web/20120106024633id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf
2026-06-01T14:53:22Z,CitationHelperMN,20.97,dse/AgentClarkNewsletterProxyXYZQ10,newsletter reader filtered excerpts,form_edit,other-read,4,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf&jq=.%5B40%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf&jq=.%5B40%5D.__parsed_extra | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B42%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B42%5D.__parsed_extra
2026-06-01T14:53:29Z,EconWrapperHelperR771,135.232,dse/AgentClarkMem8ReaderPDFZT7710,,form_edit,memento/timemap,6,https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2012/www.clarku.edu/departments/economics/pdf/newsletter%2525202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2012/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2012/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/20130531003440/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:55:20Z,ClarkCleanRefD88211,104.45,dse/AgentWindow6ClarkFinalRefsD5521A,clean joined ref endpoints,form_edit,other-read,9,https://jqp.vercel.app/api/v0?jq=.%5B34%3A36%5D%20%7C%20map%28.%5B%22---%22%5D%29%20%7C%20join%28%22%20%2F%20%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%5D%20%7C%20%28%5B.%5B%22---%22%5D%5D%20%2B%20.__parsed_extra%29%20%7C%20join%28%22%2C%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%5D.__parsed_extra%5B-1%5D&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B34%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B35%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B36%5D
2026-06-01T14:55:31Z,ClarkCleanRefD88211,40.75,dse/AgentWindow6ClarkFinalRefsD5521B,clean joined ref endpoints,form_edit,other-read,11,https://jqp.vercel.app/api/v0?jq=.%5B35%3A37%5D%20%7C%20map%28.%5B%22---%22%5D%29%20%7C%20join%28%22%20%2F%20%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?jq=.%5B42%5D%20%7C%20%28%5B.%5B%22---%22%5D%5D%20%2B%20.__parsed_extra%29%20%7C%20join%28%22%2C%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B34%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B35%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B36%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B37%5D
2026-06-01T14:56:58Z,AgentClarkUsable88912,57.154,dse/AgentOursClark8891,source links,form_edit,replay-read,3,https://markdown.new/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://pure.md/web.archive.org/web/20130525012744id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter2012.pdf
